財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
9503,2026/03,-,-,-,-,-,-,3101.43,-
9504,2026/03,-,-,-,-,-,-,2161.55,-
9505,2026/03,-,-,-,-,-,-,2149.89,-
9506,2026/03,-,-,-,-,-,-,2221.3,-
9507,2026/03,-,-,-,-,-,-,2321.97,-
9508,2026/03,-,-,-,-,-,-,2522.95,-
9509,2026/03,-,-,-,-,-,-,2225.21,-
9511,2026/03,-,-,-,-,-,-,2400.81,-
9531,2026/03,-,-,-,-,-,-,5151.08,-
9533,2026/03,-,-,-,-,-,-,1311.98,-
9534,2026/03,-,-,-,-,-,-,1102.52,-
9536,2026/03,-,-,-,-,-,-,3201.98,-
9551,2026/03,-,-,-,-,-,-,2050.32,-
9601,2026/02,-,-,-,-,-,-,7873.22,-
9602,2026/02,-,-,-,-,-,-,614.01,-
9619,2026/03,-,-,-,-,-,-,3021.42,-
9629,2026/03,-,-,-,-,-,-,940.41,-
9632,2026/01,43828047000,37047711000,36938230000,34566581000,-,-,2862.41,84.3
9636,2026/01,-,-,-,-,-,-,989.8,-
9661,2026/02,-,-,-,-,-,-,937.97,-
9682,2026/03,-,-,-,-,-,-,398.59,-
9687,2026/03,-,-,-,-,-,-,3031.62,-
9692,2026/01,62210000000,42603000000,40531000000,32619000000,352000000,13000000,1364.29,68.4
9715,2026/03,-,-,-,-,-,-,3423.24,-
9716,2026/02,-,-,-,-,-,-,555.91,-
9733,2026/03,-,-,-,-,-,-,1403.36,-
9740,2026/02,-,-,-,-,-,-,2951.62,-
9743,2026/01,55725000000,37665000000,35580000000,28385000000,-,415000000,795.97,67.6
9778,2026/02,-,-,-,-,-,-,6119.36,-
9793,2026/02,-,-,-,-,-,-,1728.75,-
9799,2026/03,-,-,-,-,-,-,795.48,-
9835,2026/02,-,-,-,-,-,-,1552.5,-
9842,2026/02,-,-,-,-,-,-,2032.65,-
9846,2026/02,-,-,-,-,-,-,2411.99,-
9861,2026/02,-,-,-,-,-,-,1050.43,-
9876,2026/02,-,-,-,-,-,-,381.01,-
9903,2026/02,-,-,-,-,-,-,901.07,-
9914,2026/03,-,-,-,-,-,-,1458.84,-
9932,2026/03,-,-,-,-,-,-,1945.71,-
9946,2026/02,-,-,-,-,-,-,912.03,-
9948,2026/02,-,-,-,-,-,-,3681.32,-
9950,2026/03,-,-,-,-,-,-,1295.18,-
9962,2026/03,-,-,-,-,-,-,1433.69,-
9974,2026/02,-,-,-,-,-,-,5789.09,-
9976,2026/02,-,-,-,-,-,-,2183.02,-
9982,2026/02,-,-,-,-,-,-,3824.34,-
9993,2026/02,-,-,-,-,-,-,2603.91,-
